Pantheon,Pronunciation,url,Good/Evil Rating,Celebration or Feast Day,Area of expertise,Associated with,In charge of,Birth and Death Dates,Popularity index,Name means,Name,Alternative names,Area or people,Type,Role,Related Gods,Gender 
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/VASUKI/,"NEUTRAL, may not care",Unknown at present,Snakes,,Snakes,,1949,,Vâsuki,['unspecified'],,Spirit,🐍,"{'Asuras', 'Nagas', 'Shiva', 'Devas'}",Male
Etruscan pantheon,Coming soon,https://www.godchecker.com/etruscan-mythology/MENRVA/,Unknown at present,Unknown at present,Creativity,,Creativity,,2316,,Menrva,['Menerva'],,Goddess,unspecified,{'Minerva'},Female
Canaanite pantheon,Coming soon,https://www.godchecker.com/canaanite-mythology/HYPOSOURANIOS/,"NEUTRAL, may not care",Unknown at present,"Land, Real Estate",,Land and Real Estate,,1903,,Hyposouranios,['unspecified'],Phoenician,God,unspecified,{'Ousoos'},Male
Thai pantheon,Coming soon,https://www.godchecker.com/thai-mythology/ANANTA-THEWI/,"NEUTRAL, may not care",Unknown at present,Good Fortune,,Good Luck,,6108,,Ananta Thewi,"['Ananda Devi', 'Anata Thewi']",Thailand,Goddess,unspecified,{'Phra Sao'},Female
Micronesian pantheon,Coming soon,https://www.godchecker.com/micronesian-mythology/AREOP-IT-EONIN/,Unknown at present,Unknown at present,Fire,,Fire,,2209,Young Spider,Areop-It-Eonin,['unspecified'],"Nauru (formerly Pleasant Island), Micronesia",God,🔥,{'Areop-Enap'},Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/IAPETUS/,"NEUTRAL, may not care",Unknown at present,,,,,3139,,Iapetus,['Iapetos'],,God,Unknown at present,"{'Epimetheus', 'Menoetius', 'Uranus', 'Clymene', 'Prometheus', 'Gaia', 'Titans', 'Atlas'}",Male
Australian Aboriginal pantheon,Coming soon,https://www.godchecker.com/australian-aboriginal-mythology/MUMBA/,"OKAY, not bad",Unknown at present,Hero,,Heroics,,1889,,Mumba,['unspecified'],,Spirit,unspecified,{'Kurukadi'},Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-LUTGARDE/,Unknown at present,Unknown at present,,,,1182-1246,704,,Lutgarde,"['Luitgard Of Tongeren', 'Lutgardis Of Aywières', 'Luthgarde']",,Saint,Unknown at present,{'Jesus'},Female
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/TEFNUT/,Unknown at present,Unknown at present,Water,,Water,,3998,,Tefnut,"['Tefenet', 'Tefent', 'Tefnet', 'Tphenis']",,Goddess,unspecified,"{'Nut', 'Geb', 'Shu', 'Tefen', 'Atum'}",Female
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/BOREAS/,"NEUTRAL, may not care",Unknown at present,North Wind,,the North Wind,,3629,,Boreas,['unspecified'],,God,unspecified,"{'Boreads', 'Eos', 'Aurai', 'Oreithyia', 'Astraeus', 'Chione'}",Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/GUDRATRIGAKWITL/,"NEUTRAL, may not care",Unknown at present,Creation,,Creating,,833,,Gudratrigakwitl,['unspecified'],Wiyot,God,unspecified,set(),Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/CERBERUS/,Unknown at present,Unknown at present,,,,,5691,,Cerberus,['Kerberos'],,Demon,Unknown at present,"{'Heracles', 'Typhon', 'Styx', 'Hermes', 'Charon', 'Medusa', 'Eurystheus', 'Hesperides', 'Sibyl of Cumae', 'Echidna', 'Athena', 'Orpheus', 'Psyche', 'Nemean Lion', 'Hades', 'Persephone', 'Orthrus'}",Male
Inuit pantheon,Coming soon,https://www.godchecker.com/inuit-mythology/TORNGARSAK/,Unknown at present,Unknown at present,Ruling,,Ruling,,2677,,Torngarsak,"['Tornarsuk', 'Torngasak', 'Torngasoak']",Inuit,God,unspecified,set(),Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/BLESSED-JOHN-OF-FIESOLE/,Unknown at present,February 18th,,,,1387-1455,782,,John of Fiesole,"['Fra Angelico', 'Fra Giovanni Da Fiesole', 'Guido Di Pietro']",,Saint,Unknown at present,set(),Male
Chinese pantheon,Yaow,https://www.godchecker.com/chinese-mythology/YAO/,Unknown at present,Unknown at present,,,,,2178,,Yao,['Yao-Di'],,legendary mortal,Unknown at present,"{'Wu Di', 'Gonggong', 'Di Jun', 'Gun', 'San Huang', 'Shun'}",Male
Melanesian pantheon,Coming soon,https://www.godchecker.com/melanesian-mythology/ADARO/,Unknown at present,Unknown at present,,,,,2090,,Adaro,['unspecified'],"Melanesia, particularly around the Solomon Islands",Demons,Unknown at present,set(),Male and female
Australian Aboriginal pantheon,Coming soon,https://www.godchecker.com/australian-aboriginal-mythology/YARA-MA-YHA-WHO/,"TOTALLY EVIL, danger!",Unknown at present,,,,,4086,,Yara-ma-yha-who,"['Yara Ma Tha', 'Yarama', 'Yaramayhawho']",,Demon,Unknown at present,set(),Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/NAPI/,Unknown at present,Unknown at present,Creation,,Creating,,3584,,Napi,"[""Na'pi""]",Blackfoot,God,unspecified,set(),Male
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/AUDHUMLA/,Unknown at present,Unknown at present,"Nourishment, Food, Sustenance",,Food and Nourishment,,5316,,Auðumla,"['Audhumbla', 'Audhumla', 'Auðumbla', 'Authumla']",,Goddess,unspecified,"{'Niflheim', 'Frost Giants', 'Ymir'}",Female
Etruscan pantheon,Coming soon,https://www.godchecker.com/etruscan-mythology/LETHAM/,Unknown at present,Unknown at present,Childbirth,,Birth,,1114,,Letham,['unspecified'],,God,unspecified,set(),Male
African pantheon,Coming soon,https://www.godchecker.com/african-mythology/KAANG/,"NEUTRAL, may not care",Unknown at present,Creation,,Creating,,3906,,Kaang,['unspecified'],Sān (Bushmen) of Southern Africa,God,unspecified,set(),Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-CLOUD/,Unknown at present,September 7th,,,,522-560,805,,Cloud,['Clodoald'],,Saint,Unknown at present,set(),Male
South American pantheon,Coming soon,https://www.godchecker.com/south-american-mythology/ABE-MANGO/,Unknown at present,Unknown at present,Crafts,,Crafts and Making,,2029,,Abe Mango,['unspecified'],Tucano (Tukano) people of the upper Amazon,Goddess,unspecified,{'Page Abe'},Female
Maya pantheon,Coming soon,https://www.godchecker.com/maya-mythology/HOBNIL/,"NEUTRAL, may not care",Unknown at present,,,,,2500,,Hobnil,['Kan'],,God,Unknown at present,{'Bacabs'},Male
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/BHADRA/,"NEUTRAL, may not care",Unknown at present,Hunting,,Hunting,,3342,,Bhadra,['unspecified'],,Goddess,unspecified,"{'Shiva', 'Soma'}",Female
African pantheon,Coming soon,https://www.godchecker.com/african-mythology/SAKPATA/,"BAD, best avoided",Unknown at present,"Disease, Sickness, Illness",,Disease & Sickness,,5807,,Sakpata,"['Shakpana', 'Shankpana']",Fon people of Benin and Togo,God,unspecified,"{'Sopona', 'Orishas', 'Yemaya', 'Babalú Ayé'}",Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-IRENAEUS/,Unknown at present,Unknown at present,,,,139-202,708,,Irenaeus,['unspecified'],,Saint,Unknown at present,set(),Male
Vodou pantheon,Coming soon,https://www.godchecker.com/vodou-mythology/BON-ANGE/,"GOOD, quite approachable",Unknown at present,Protection,,Protection,,2211,,Bon Ange,['Ti Bon Ange'],Haiti,Spirit,unspecified,set(),Male and female
Aztec pantheon,Coming soon,https://www.godchecker.com/aztec-mythology/MIXCOATL/,"GOOD, quite approachable",Unknown at present,Hunting,,Hunting,,3262,,Mixcoatl,['unspecified'],,God,unspecified,"{'Huitzilopochtli', 'Quetzalcoatl', 'Tezcatlipoca', 'Cihuacoatl'}",Male
South American pantheon,Coming soon,https://www.godchecker.com/south-american-mythology/OCULATE-BEING/,"NEUTRAL, may not care",Unknown at present,Unknown,,Unknown,,2237,,Oculate Being,['unspecified'],Paracas people of South Peru,God,unspecified,set(),Male
Melanesian pantheon,Coming soon,https://www.godchecker.com/melanesian-mythology/MORUFONU/,"NEUTRAL, may not care",Unknown at present,Earth,,the Earth,,1385,,Morufonu,"['Marvonu', 'Morofonu', 'Morofunu']",Vanuatuan/Ni-Vanuatu (Melanesia),God,unspecified,{'Jugumishanta'},Male
Aztec pantheon,Coming soon,https://www.godchecker.com/aztec-mythology/OMECIHUATL/,"GOOD, quite approachable",Unknown at present,Creation,,Creating,,2899,,Omecihuatl,"['Omeciuatl', 'Two Lady']",,Goddess,unspecified,{'Ometecuhtli'},Female
Polynesian pantheon,Coming soon,https://www.godchecker.com/polynesian-mythology/TA-AROA/,Unknown at present,Unknown at present,Creation,,Creating,,2549,,Ta'aroa,"['Ta-Oroa', ""Ta'aroa""]",Tahitian people of Tahiti in Polynesia,God,unspecified,{'Oro'},Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/ALKUNTAM/,Unknown at present,Unknown at present,Sun,,the Sun,,1449,,Alkuntam,"[""Alk'umta'm"", ""Alk'unta'um""]","Nuxalk, Bella Coola",God,🌞,"{""Nunuso'mikeeqone'im""}",Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/FURIES/,Unknown at present,Unknown at present,Justice,,Justice,,2769,,Furies,"['Erinyes', 'Eumenides']",,Goddesses,unspecified,"{'Uranus', 'Erinys'}",Female
Modern pantheon,Maow Dzuh Dorng,https://www.godchecker.com/modern-mythology/MAO-ZEDONG/,"NOT OKAY, be careful",Unknown at present,,,,,2482,,Mao Zedong,"['Chairman Mao', 'Mao Tse-Tung']",,legendary mortal,Unknown at present,"{'Li Si', 'Mandate of Heaven'}",Male
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/KEMWER/,"NEUTRAL, may not care",Unknown at present,Ruling,,Ruling,,1708,,Kemwer,['Kemur'],,God,unspecified,{'Atum-Ra'},Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/PONTUS/,"NEUTRAL, may not care",Unknown at present,,,,,3094,,Pontus,['Pontos'],,God,Unknown at present,"{'Thaumas', 'Nereus', 'Gaia', 'Eurybia'}",Male
Mesopotamian pantheon,Coming soon,https://www.godchecker.com/mesopotamian-mythology/DILMUN/,Unknown at present,Unknown at present,,,,,1563,,Dilmun,['Tilmun'],Sumer,legendary place,Unknown at present,{'Enki'},"Sorry, we don't know"
Lithuanian pantheon,Coming soon,https://www.godchecker.com/lithuanian-mythology/BUBILAS/,"NEUTRAL, may not care",Unknown at present,Bees,,Bees,,3188,,Bubilas,['unspecified'],Lithuania,God,🐝,{'Austéja'},Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/AGLAIA/,"NEUTRAL, may not care",Unknown at present,Beauty,,Beauty,,3423,,Aglaia,['Aglaea'],,Goddess,unspecified,"{'Graces', 'Hephaestus'}",Female
South American pantheon,Coming soon,https://www.godchecker.com/south-american-mythology/BACHUE/,Unknown at present,Unknown at present,Creation,,Creating,,1863,,Bachue,['unspecified'],Muisca (Chibcha) people of Colombia,Goddess,unspecified,set(),Female
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/CAENIS/,Unknown at present,Unknown at present,,,,,2576,,Caenis,['Caeneus'],,legendary mortal,Unknown at present,{'Poseidon'},Male and female
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/SAVITRI/,"OKAY, not bad",Unknown at present,Sun,,the Sun,,1527,,Sâvitrî,['unspecified'],,God,🌞,{'Sarasvati'},Male
Chinese pantheon,Woo Goo-arn Warng,https://www.godchecker.com/chinese-mythology/WUGUAN-WANG/,"NEUTRAL, may not care",Unknown at present,Underworld,,the Underworld,,3336,,Wuguan Wang,"['King Wuguan', 'Lü Wuguan', 'Wu-Kuan-Wang', 'Wu-Kwan-Wang', 'Wuguan Wang']",,God,unspecified,{'Diyu'},Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/THETIS/,Unknown at present,Unknown at present,"River, Rivers, Stream, Streams",,Rivers,,2922,,Thetis,['Thetys'],,Goddess,unspecified,"{'Doris', 'Olympus', 'Styx', 'Eurynome', 'Nereus', 'Eris', 'Zeus', 'Achilles', 'Poseidon'}",Female
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/ENYO/,Unknown at present,Unknown at present,War,,War,,3116,,Enyo,['unspecified'],,Goddess,unspecified,"{'Bellona', 'Ares', 'Eris', 'Graeae'}",Female
Mesopotamian pantheon,Coming soon,https://www.godchecker.com/mesopotamian-mythology/TIAMAT/,Unknown at present,Unknown at present,Creation,,Creating,,10812,,Tiamat,"['Tiamay', 'Tiamet']","Sumer, Akkadia, Babylon",Goddess,unspecified,"{'Ea', 'Kingu', 'Marduk', 'Apsu'}",Female
Etruscan pantheon,Coming soon,https://www.godchecker.com/etruscan-mythology/VOLTUMNA/,Unknown at present,Unknown at present,Earth,,the Earth,,1397,,Voltumna,['unspecified'],,God,unspecified,{'Vertumnus'},Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/POPE-SAINT-SIXTUS-II/,Unknown at present,Unknown at present,,,,178-258,605,,Sixtus II,['unspecified'],,Saint,Unknown at present,set(),Male
Micronesian pantheon,Coming soon,https://www.godchecker.com/micronesian-mythology/PALULOP/,Unknown at present,Unknown at present,"Boats, Canoes",,Boats and Canoes,,1534,,Palulop,"['Paluelap', 'Pälülop']","Ifaluk (Caroline Islands, Micronesia)",God,unspecified,{'Aluluei'},Male
Aztec pantheon,Coming soon,https://www.godchecker.com/aztec-mythology/OPOCHTLI/,"GOOD, quite approachable",Unknown at present,Hunting,,Hunting,,2570,,Opochtli,['unspecified'],,God,unspecified,set(),Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-JOSEPH-CALASANZ/,Unknown at present,Unknown at present,,,,1556-1648,660,,Joseph Calasanz,"['José De Calasanz', 'Joseph Calasanctius']",,Saint,Unknown at present,set(),Male
Buddhist pantheon,Coming soon,https://www.godchecker.com/buddhist-mythology/JARAMARANA/,"NEUTRAL, may not care",Unknown at present,Old Age,,Old Age,,1320,,Jaramarana,"['Jarā-Maraṇa', 'Jarāmaraṇa']",,concept,unspecified,{'Jara'},"Sorry, we don't know"
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/PEMPHREDO/,Unknown at present,Unknown at present,,,,,1741,,Pemphredo,['Demphredo'],,Demoness,Unknown at present,set(),Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-GEMINIANUS/,Unknown at present,Unknown at present,,,,???-348,1070,,Geminianus,"['Geminian', 'Geminianus Of Modena']",,Saint,Unknown at present,set(),Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-PETER-OF-VERONA/,Unknown at present,Unknown at present,,,,1205-1252,665,,Peter of Verona,['Peter Martyr'],,Saint,Unknown at present,set(),Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-LEONARD/,Unknown at present,Unknown at present,,,,???-???,702,,Leonard,['Leonard Of Noblac'],,Saint,Unknown at present,set(),Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-DIONYSIUS-OF-ALEXANDRIA/,Unknown at present,November 17th,,,,206-265,969,,Dionysius of Alexandria,['Dionysius The Great'],,Saint,Unknown at present,"{'Dionysius', 'John'}",Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/VULCAN/,"NEUTRAL, may not care",Unknown at present,Fire,,Fire,,2891,,Vulcan,"['Mulciber', 'Volcanus']",,God,🔥,"{'Sethlans', 'Hephaestus'}",Male
Irish pantheon,Coming soon,https://www.godchecker.com/irish-mythology/FODLA/,"NEUTRAL, may not care",Unknown at present,"Tutelary, Patronage",,Patronage,,4334,,Fódla,"['Fódhla', 'Fótla']",,Goddess,unspecified,"{'Mac Cécht', 'Amairgin', 'Banba', 'Ériu'}",Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-GERARD-MAJELLA/,Unknown at present,Unknown at present,,,,1726-1755,695,,Gerard Majella,['unspecified'],,Saint,Unknown at present,set(),Male
Etruscan pantheon,Coming soon,https://www.godchecker.com/etruscan-mythology/THALNA/,Unknown at present,Unknown at present,Childbirth,,Birth,,1238,,Thalna,['unspecified'],,Goddess,unspecified,{'Cupra'},Female
Etruscan pantheon,Coming soon,https://www.godchecker.com/etruscan-mythology/PACHA/,"NEUTRAL, may not care",Unknown at present,Unknown,,Unknown,,1165,,Pacha,['unspecified'],,God,unspecified,"{'Bacchus', 'Catha', 'Fufluns'}",Male
Zoroastrian pantheon,Coming soon,https://www.godchecker.com/zoroastrian-mythology/ANAHITA/,Unknown at present,Unknown at present,"Women, Woman, Female, Femininity",,Womanhood,,3285,,Anahita,"['Anaitis', 'Ardvi-Sura', 'Aredvi Sura Anahita']",Persia,Goddess,unspecified,set(),Female
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/BALAJI/,"GOOD, quite approachable",Unknown at present,"Supreme, Everything",,Everything,,2368,,Balaji,"['Venkateshwara', 'Venkateswari']",,God,unspecified,{'Vishnu'},Male
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/ANUKET/,Unknown at present,Unknown at present,"River, Rivers, Stream, Streams",,Rivers,,4181,,Anuket,"['Ankhet', 'Ankt', 'Anouke', 'Anukit', 'Anuqet']",,Goddess,unspecified,"{'Khnum', 'Satet'}",Female
Aztec pantheon,Coming soon,https://www.godchecker.com/aztec-mythology/MACUILMALINALLI/,"GOOD, quite approachable",Unknown at present,Pleasure,,Pleasure,,2893,,Macuilmalinalli,"['Five Grass', 'Macuil-Malinalli']",,God,unspecified,{'Macuiltonaleque'},Male
Inca pantheon,Coming soon,https://www.godchecker.com/inca-mythology/INTI/,Unknown at present,Unknown at present,Sun,,the Sun,,5634,,Inti,"['Apu-Punchau', 'Punchau']",,God,🌞,"{'Manco Capac', 'Viracocha'}",Male
Irish pantheon,Coming soon,https://www.godchecker.com/irish-mythology/FRAOCH/,"OKAY, not bad",Unknown at present,Hero,,Heroics,,1492,,Fraoch,['unspecified'],,legendary mortal,unspecified,"{'Findbhair', 'Bóann', 'Medb'}",Male
Navajo pantheon,Coming soon,https://www.godchecker.com/navajo-mythology/MA-II/,Unknown at present,Unknown at present,,,,,6202,,Ma'ii,"['Átsé Hashké', 'Coyote', 'First Angry', 'First Scolder', 'Roamer']",,God,Unknown at present,set(),Male
Mesopotamian pantheon,Coming soon,https://www.godchecker.com/mesopotamian-mythology/ERRA/,Unknown at present,Unknown at present,"Disease, Sickness, Illness",,Disease & Sickness,,1750,,Erra,['Irra'],Babylon,God,unspecified,set(),Male
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/MAMSA/,"NEUTRAL, may not care",Unknown at present,,,,,1083,,Mâmsa,['unspecified'],,concept,Unknown at present,{'Pañcamakâras'},"Sorry, we don't know"
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/MNEVIS/,"NEUTRAL, may not care",Unknown at present,Sun,,the Sun,,1784,,Mnevis,"['Mer-Wer', 'Mnewer', 'Nem-Wer']",,God,🌞,set(),Male
Inuit pantheon,Coming soon,https://www.godchecker.com/inuit-mythology/NOOTAIKOK/,Unknown at present,Unknown at present,Icebergs,,Icebergs,,3352,,Nootaikok,"['Nootîttok', 'Nutittuq']",Inuit,God,unspecified,set(),Male
Lithuanian pantheon,Coming soon,https://www.godchecker.com/lithuanian-mythology/DIEVAS/,"NEUTRAL, may not care",Unknown at present,"Supreme, Everything",,Everything,,5793,,Dievas,"['Deivas', 'Deywis', 'Dievs']",Lithuania,God,unspecified,"{'Dievs', 'Velnias', 'God'}",Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-FABIOLA/,Unknown at present,Unknown at present,,,,325-399,2954,,Fabiola,['unspecified'],,Saint,Unknown at present,set(),Female
Chinese pantheon,Bee-yen Cchung Warng,https://www.godchecker.com/chinese-mythology/BIANCHENG-WANG/,"NEUTRAL, may not care",Unknown at present,Underworld,,the Underworld,,4373,,Biancheng Wang,"['Bi Biancheng', 'King Biancheng', ""Pien-Ch'eng-Wang""]",,God,unspecified,{'Diyu'},Male
African pantheon,Coming soon,https://www.godchecker.com/african-mythology/CHEDI-BUMBA/,"OKAY, not bad",Unknown at present,Birds,,Birds,,4340,,Chedi Bumba,['unspecified'],Bushongo/Kuba people of the Congo,God,🦅,"{'Bumba', 'Chonganda'}",Male
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/MIN/,Unknown at present,Unknown at present,Fertility,,Fertility,,11098,,Min,['Menu'],,God,unspecified,"{'Reshep', 'Horus', 'Isis', 'Set', 'Qadesh', 'Ra'}",Male
Inca pantheon,Coming soon,https://www.godchecker.com/inca-mythology/MAMA-ALLPA/,Unknown at present,Unknown at present,Fertility,,Fertility,,2624,,Mama Allpa,['unspecified'],,Goddess,unspecified,set(),Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-BASIL-OF-ANCYRA/,Unknown at present,March 22nd,,,,??? -362,779,,Basil of Ancyra,['unspecified'],,Saint,Unknown at present,set(),Male
Chinese pantheon,Choo Jee-yeng Warng,https://www.godchecker.com/chinese-mythology/CHUJIANG-WANG/,"NEUTRAL, may not care",Unknown at present,Underworld,,the Underworld,,3712,,Chujiang Wang,"[""Ch'ü-Chiang-Wang"", ""Ch'u-Kiang-Wang"", 'King Chujiang']",,God,unspecified,{'Diyu'},Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/SPERCHEUS/,Unknown at present,Unknown at present,"River, Rivers, Stream, Streams",,Rivers,,1523,,Spercheus,"['Spercheios', 'Sperkheios']",,God,unspecified,"{'Oceanus', 'Gaia', 'Tethys'}",Male
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/HERFJOTURR/,"NEUTRAL, may not care",Unknown at present,"Psychopomp, Ferryman, Death",,Escorting Souls,,2014,,Herfjoturr,['unspecified'],,Spirit,unspecified,{'Valkyries'},Female
Lithuanian pantheon,Coming soon,https://www.godchecker.com/lithuanian-mythology/INDRAJA/,"NEUTRAL, may not care",Unknown at present,"Jupiter, planet Jupiter",,the planet Jupiter,,2014,,Indraja,['unspecified'],Lithuania,Goddess,unspecified,{'Saule'},Female
Maori pantheon,Coming soon,https://www.godchecker.com/maori-mythology/KAE/,"NEUTRAL, may not care",Unknown at present,Food,,Food,,1974,,Kae,['unspecified'],Polynesia,God,unspecified,{'Tinirau'},Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/AFRICUS/,Unknown at present,Unknown at present,Wind,,Wind,,2778,,Africus,['unspecified'],,God,unspecified,set(),Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/MANIT/,Unknown at present,Unknown at present,Dreams,,Dreams,,2638,,Manit,['unspecified'],Tongva/Gabrielino tribe of Southern California,God,unspecified,set(),Male
Iroquois pantheon,Coming soon,https://www.godchecker.com/iroquois-mythology/SOSONDOWAH/,Unknown at present,Unknown at present,Protection,,Protection,,1981,,Sosondowah,['unspecified'],Iroquois aka Haudenosaunee,God,unspecified,"{'Dawn', 'Gendenwitha'}",Male
Maori pantheon,Coming soon,https://www.godchecker.com/maori-mythology/WHIRO/,"NEUTRAL, may not care",Unknown at present,Evil,,Evil,,3694,,Whiro,['unspecified'],Maori people of Polynesia,God,unspecified,set(),Male
Etruscan pantheon,Coming soon,https://www.godchecker.com/etruscan-mythology/CASTUR/,"NEUTRAL, may not care",Unknown at present,Hero,,Heroics,,2845,,Castur,['unspecified'],,God,unspecified,"{'Castor', 'Tinas cliniar'}",Male
Germanic pantheon,Coming soon,https://www.godchecker.com/germanic-mythology/WYRD/,Unknown at present,Unknown at present,,,,,2545,,Wyrd,['Wurdiz'],,concept,Unknown at present,"{'Norns', 'Urd'}",Female
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/TUTU/,Unknown at present,Unknown at present,"Tutelary, Patronage",,Patronage,,2048,,Tutu,['unspecified'],,God,unspecified,{'Neith'},Male
Japanese pantheon,Coming soon,https://www.godchecker.com/japanese-mythology/GEKKA-O/,"NEUTRAL, may not care",Unknown at present,Marriage,,Marriage,,2041,,Gekka-O,['unspecified'],,God,unspecified,set(),Male
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/HAPY/,Unknown at present,Unknown at present,"River, Rivers, Stream, Streams",,Rivers,,2661,,Hapy,"['Hap', 'Hapi']",,God,unspecified,set(),Male
Chinese pantheon,Harn Shee-yen Dzur,https://www.godchecker.com/chinese-mythology/HAN-XIANGZI/,"GOOD, quite approachable",Unknown at present,Music,,Music,,4377,,Han Xiangzi,"['Han Hsiang-Tzu', 'Han Hsien-Tzu', 'Han Xiangzi', 'Qingfu']",,God,🎵,"{'Eight Immortals', 'Lu Dongbin'}",Male
Latvian pantheon,Coming soon,https://www.godchecker.com/latvian-mythology/BANGU-MATE/,Unknown at present,Unknown at present,,,,,2686,,Bangu Mate,"['Bangu Māte', 'Bangumāte']",,Goddess,Unknown at present,{'Juras Mate'},Female
Japanese pantheon,Coming soon,https://www.godchecker.com/japanese-mythology/EBISU/,"NEUTRAL, may not care",Unknown at present,Fishing,,Fishing,,3163,,Ebisu,['Yebisu'],,God,unspecified,"{'Hiruko', 'Kami', 'Shichi Fukujin'}",Male
Hawaiian pantheon,Coming soon,https://www.godchecker.com/hawaiian-mythology/PU-UHELE/,"NEUTRAL, may not care",Unknown at present,"Mountain, Mountains",,Mountains,,2204,,Pu'uhele,"[""Pu'uhele""]",Hawaii,Goddess,unspecified,"{'Hiiaka', 'Pele'}",Female
Germanic pantheon,Coming soon,https://www.godchecker.com/germanic-mythology/EARENDEL/,Unknown at present,Unknown at present,Hero,,Heroics,,6699,,Éarendel,"['Auriwandalo', 'Ēarendel', 'Erentil', 'Orendel', 'Orentil']",,God,unspecified,{'Aurvandil'},Male
Inca pantheon,Coming soon,https://www.godchecker.com/inca-mythology/VIRACOCHA/,Unknown at present,Unknown at present,Creation,,Creating,,6126,,Viracocha,"['Apu-Qun-Tiqsi-Wiraqutra', 'Huiracocha', 'Wiraqutra']",,God,unspecified,{'Tiwanaku'},Male
Polynesian pantheon,Coming soon,https://www.godchecker.com/polynesian-mythology/MOKO/,Unknown at present,Unknown at present,Protection,,Protection,,1599,,Moko,['Mon-Moko'],"Mangaian people of Cook Islands and Easter Island, Polynesia",Spirit,unspecified,set(),Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/DECIMA/,Unknown at present,Unknown at present,"Fate, Destiny",,Fate and Destiny,,2995,,Decima,['unspecified'],,Goddess,unspecified,"{'Parcae', 'Lachesis'}",Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-PERPETUA-OF-CARTHAGE/,Unknown at present,Unknown at present,,,,???-203,662,,Perpetua of Carthage,['unspecified'],,Saint,Unknown at present,set(),Female
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/EARTHMAKER/,Unknown at present,Unknown at present,Populating,,Populating,,2699,,Earthmaker,"['Cherwit Make', 'Djivut Maka', 'Earth Doctor', 'Earth Maker', 'Great Magician', 'Human Maker', 'Tcuwut Makai']",Pima/Akimel O'odham,God,unspecified,{'Coyote'},Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-ELEUTHERIUS-OF-TOURNAI/,Unknown at present,February 20th,,,,457-532,792,,Eleutherius of Tournai,['unspecified'],,Saint,Unknown at present,set(),Male
